,Jak Pan/Pani ocenia wygodę jazdy pojazdami komunikacji zbiorowej?,Jak Pan/Pani ocenia punktualność komunikacji zbiorowej we Wrocławiu?,Jak ocenia Pan/Pani efekty dotychczasowych działań związanych z rozbudową systemu rowerowego we Wrocławiu (dróg i parkingów rowerowych)?,PIESZO Niekorzystne ustawienia sygnalizacji świetlnej,PIESZO Brak chodników i konieczność poruszania się jezdnią/poboczem/wydeptaną ścieżką,PIESZO Zły stan nawierzchni chodników,PIESZO Zastawianie chodników przez parkujące samochody,PIESZO Niebezpieczne zachowania kierowców,PIESZO Zagrożenie ze strony rowerzystów poruszających się chodnikami,PIESZO Zbyt wysokie krawężniki,PIESZO Brak bieżącego utrzymania czystości/odśnieżania,PIESZO Niewystarczająca liczba przejść dla pieszych,"PIESZO Brak miejsc wypoczynku na trasie dojścia (np. ławki, zieleń)",PIESZO Uciążliwy ruch kołowy,PIESZO Niewłaściwe oświetlenie ciągów pieszych,Liczba osób w gospodarstwie domowym [ogółem],Liczba osób w gospodarstwie domowym [powyżej 6 roku życia],Rower,Przedział wiekowy,Płeć,Kondycja fizyczna,Opieka nad innymi osobami,Posiadanie prawa jazdy kat. B,Posiadanie biletu okresowego,Posiadanie ulgi na przejazd komunikację zbiorową,ŹRÓDŁO Czas rozpoczęcia,ŹRÓDŁO Z jakiego miejsca,ŹRÓDŁO Nr rejonu,CEL Do jakiego miejsca,CEL Nr rejonu,Pora dnia (godzina),Motywacje (skąd-dokąd),Środek transportu grupa,Samochód,Przebyta odległość,age_sex_comb,CEL_dom,CEL_inne,CEL_praca,CEL_szkoła,CEL_uczelnia,ŹRÓDŁO Godzina rozpoczęcia
10036,2,2,2,0,0,0,0,1,0,1,0,0,0,1,0,3.0,2.0,2.0,3,0,1,0,1,0,0.0,17:15:00,praca,261.0,dom,16.0,3,praca-dom,0,1.0,4211.885037201117,25-44_M,1,0,0,0,0,17
10037,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,5.0,5.0,3.0,0,1,1,0,0,0,1.0,07:35:00,dom,16.0,szkoła,16.0,1,dom-szkoła,2,1.0,0.0,6-15_K,0,0,0,1,0,7
10038,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,5.0,5.0,3.0,0,1,1,0,0,0,1.0,13:30:00,szkoła,16.0,dom,16.0,2,szkoła-dom,2,1.0,0.0,6-15_K,1,0,0,0,0,13
10039,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,5.0,5.0,3.0,0,0,1,0,0,0,1.0,07:40:00,dom,16.0,szkoła,16.0,1,dom-szkoła,2,1.0,0.0,6-15_M,0,0,0,1,0,7
10040,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,5.0,5.0,3.0,0,0,1,0,0,0,1.0,14:30:00,szkoła,16.0,dom,16.0,3,szkoła-dom,2,1.0,0.0,6-15_M,1,0,0,0,0,14
10041,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,5.0,5.0,3.0,0,1,1,0,0,0,1.0,08:40:00,dom,16.0,szkoła,19.0,1,dom-szkoła,2,1.0,542.9499147982044,6-15_K,0,0,0,1,0,8
10042,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,5.0,5.0,3.0,0,1,1,0,0,0,1.0,14:20:00,szkoła,19.0,dom,16.0,3,szkoła-dom,2,1.0,542.9499147982044,6-15_K,1,0,0,0,0,14
10043,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,5.0,5.0,3.0,0,1,1,0,0,0,1.0,16:50:00,dom,16.0,inne,19.0,3,dom-inne,2,1.0,542.9499147982044,6-15_K,0,1,0,0,0,16
10044,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,5.0,5.0,3.0,0,1,1,0,0,0,1.0,18:30:00,inne,19.0,dom,16.0,3,inne-dom,2,1.0,542.9499147982044,6-15_K,1,0,0,0,0,18
10045,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,5.0,5.0,3.0,4,1,1,0,1,1,0.0,07:10:00,dom,16.0,praca,75.0,1,dom-praca,1,1.0,2834.5723254453587,45-60_K,0,0,1,0,0,7
10046,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,5.0,5.0,3.0,4,1,1,0,1,1,0.0,16:20:00,praca,75.0,dom,16.0,3,praca-dom,1,1.0,2834.5723254453587,45-60_K,1,0,0,0,0,16
10049,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,0,1,1,0,0,0,1.0,07:40:00,dom,16.0,szkoła,19.0,1,dom-szkoła,2,1.0,542.9499147982044,6-15_K,0,0,0,1,0,7
10050,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,0,1,1,0,0,0,1.0,13:40:00,szkoła,19.0,dom,16.0,2,szkoła-dom,2,1.0,542.9499147982044,6-15_K,1,0,0,0,0,13
10051,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,4.0,4.0,2.0,1,0,1,0,0,0,1.0,07:30:00,dom,16.0,szkoła,20.0,1,dom-szkoła,2,1.0,888.9759282164129,16-19_M,0,0,0,1,0,7
10052,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,4.0,4.0,2.0,1,0,1,0,0,0,1.0,15:10:00,szkoła,20.0,dom,16.0,3,szkoła-dom,2,1.0,888.9759282164129,16-19_M,1,0,0,0,0,15
10053,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,4.0,4.0,2.0,4,1,1,0,0,1,0.0,13:10:00,dom,16.0,praca,41.0,2,dom-praca,1,1.0,1614.4882964010355,45-60_K,0,0,1,0,0,13
10054,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,4.0,4.0,2.0,4,1,1,0,0,1,0.0,22:05:00,praca,41.0,dom,16.0,4,praca-dom,1,1.0,1614.4882964010355,45-60_K,1,0,0,0,0,22
10055,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,4,0,1,0,1,1,0.0,07:30:00,dom,16.0,praca,18.0,1,dom-praca,2,1.0,480.41357047870747,45-65_M,0,0,1,0,0,7
10056,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,4,0,1,0,1,1,0.0,17:30:00,praca,18.0,dom,16.0,3,praca-dom,2,1.0,480.41357047870747,45-65_M,1,0,0,0,0,17
10057,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,4.0,3.0,1.0,3,0,1,0,1,1,0.5,08:40:00,dom,16.0,uczelnia,28.0,1,dom-uczelnia,1,2.0,1164.6018088281342,25-44_M,0,0,0,0,1,8
10058,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,4.0,3.0,1.0,3,0,1,0,1,1,0.5,15:40:00,uczelnia,28.0,dom,16.0,3,uczelnia-dom,1,2.0,1164.6018088281342,25-44_M,1,0,0,0,0,15
10059,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4.0,3.0,1.0,3,0,1,0,1,0,0.5,10:40:00,dom,16.0,uczelnia,62.0,2,dom-uczelnia,0,2.0,2119.1699548422544,25-44_M,0,0,0,0,1,10
10060,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4.0,3.0,1.0,3,0,1,0,1,0,0.5,16:20:00,uczelnia,62.0,praca,121.0,3,uczelnia-praca,0,2.0,4469.409750731909,25-44_M,0,0,1,0,0,16
10061,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4.0,3.0,1.0,3,0,1,0,1,0,0.5,22:15:00,praca,121.0,dom,16.0,4,praca-dom,0,2.0,4817.063041825618,25-44_M,1,0,0,0,0,22
10062,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4.0,3.0,1.0,3,1,1,0,1,0,0.5,07:00:00,dom,16.0,praca,229.0,1,dom-praca,0,2.0,12336.096994957978,25-44_K,0,0,1,0,0,7
10063,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4.0,3.0,1.0,3,1,1,0,1,0,0.5,13:50:00,praca,229.0,inne,50.0,2,praca-inne,0,2.0,9035.462584803594,25-44_K,0,1,0,0,0,13
10064,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4.0,3.0,1.0,3,1,1,0,1,0,0.5,16:30:00,inne,50.0,dom,16.0,3,inne-dom,0,2.0,3302.3507668617485,25-44_K,1,0,0,0,0,16
10065,2,2,2,0,0,1,0,0,1,1,0,0,0,0,0,3.0,3.0,2.0,4,0,1,0,1,1,0.0,07:00:00,dom,16.0,praca,26.0,1,dom-praca,1,0.0,1318.9083046881842,45-65_M,0,0,1,0,0,7
10066,2,2,2,0,0,1,0,0,1,1,0,0,0,0,0,3.0,3.0,2.0,4,0,1,0,1,1,0.0,16:15:00,praca,26.0,dom,16.0,3,praca-dom,1,0.0,1318.9083046881842,45-65_M,1,0,0,0,0,16
10069,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,0,1,0.0,07:20:00,dom,16.0,praca,39.0,1,dom-praca,1,0.0,1945.0917782382883,45-60_K,0,0,1,0,0,7
10070,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,0,1,0.0,16:20:00,praca,39.0,dom,16.0,3,praca-dom,1,0.0,1945.0917782382883,45-60_K,1,0,0,0,0,16
10071,3,2,4,0,0,1,0,0,0,0,0,0,0,1,0,3.0,3.0,2.0,4,0,0,0,1,1,0.0,09:00:00,dom,368.0,inne,63.0,1,dom-inne,1,0.0,3712.3064866941395,45-65_M,0,1,0,0,0,9
10072,3,2,4,0,0,1,0,0,0,0,0,0,0,1,0,3.0,3.0,2.0,4,0,0,0,1,1,0.0,12:30:00,inne,63.0,dom,368.0,2,inne-dom,1,0.0,3712.3064866941395,45-65_M,1,0,0,0,0,12
10073,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,2,0,1,0,0,1,0.5,07:30:00,dom,32.0,uczelnia,28.0,1,dom-uczelnia,2,1.0,1171.805308193187,20-24_M,0,0,0,0,1,7
10074,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,2,0,1,0,0,1,0.5,14:30:00,uczelnia,28.0,dom,32.0,3,uczelnia-dom,2,1.0,1171.805308193187,20-24_M,1,0,0,0,0,14
10075,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,2,0,1,0,0,1,0.5,10:00:00,dom,32.0,uczelnia,28.0,2,dom-uczelnia,1,0.0,1171.805308193187,20-24_M,0,0,0,0,1,10
10076,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,2,0,1,0,0,1,0.5,13:30:00,uczelnia,28.0,inne,27.0,2,uczelnia-inne,2,0.0,630.8355792008281,20-24_M,0,1,0,0,0,13
10077,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,2,0,1,0,0,1,0.5,14:00:00,inne,27.0,dom,32.0,3,inne-dom,1,0.0,685.3803116803931,20-24_M,1,0,0,0,0,14
10078,1,1,2,0,0,1,0,1,0,0,0,1,0,0,0,1.0,1.0,0.0,5,1,0,0,0,0,0.0,07:00:00,dom,217.0,inne,216.0,1,dom-inne,2,0.0,785.0633657099959,61-x_K,0,1,0,0,0,7
10079,1,1,2,0,0,1,0,1,0,0,0,1,0,0,0,1.0,1.0,0.0,5,1,0,0,0,0,0.0,09:00:00,inne,216.0,dom,217.0,1,inne-dom,2,0.0,785.0633657099959,61-x_K,1,0,0,0,0,9
10080,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,3,0,1,0,1,0,0.0,07:35:00,dom,117.0,praca,158.0,1,dom-praca,3,0.0,1450.3173797352715,25-44_M,0,0,1,0,0,7
10081,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,3,0,1,0,1,0,0.0,17:10:00,praca,158.0,dom,117.0,3,praca-dom,3,0.0,1450.3173797352715,25-44_M,1,0,0,0,0,17
10083,2,2,3,0,0,0,0,0,0,1,0,1,1,0,0,3.0,3.0,1.0,3,1,1,1,1,0,0.0,08:00:00,dom,50.0,praca,173.0,1,dom-praca,0,1.0,4450.616044951807,25-44_K,0,0,1,0,0,8
10084,2,2,3,0,0,0,0,0,0,1,0,1,1,0,0,3.0,3.0,1.0,3,1,1,1,1,0,0.0,18:00:00,praca,173.0,dom,50.0,3,praca-dom,0,1.0,4450.616044951807,25-44_K,1,0,0,0,0,18
10085,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,3.0,3.0,1.0,3,0,1,0,1,0,0.0,07:00:00,dom,50.0,praca,282.0,1,dom-praca,3,1.0,6779.591788623969,25-44_M,0,0,1,0,0,7
10086,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,3.0,3.0,1.0,3,0,1,0,1,0,0.0,18:00:00,praca,282.0,dom,50.0,3,praca-dom,3,1.0,6779.591788623969,25-44_M,1,0,0,0,0,18
10087,3,2,3,0,0,0,0,0,0,1,0,0,1,1,0,3.0,3.0,1.0,0,0,1,0,0,0,1.0,07:45:00,dom,50.0,szkoła,50.0,1,dom-szkoła,2,1.0,0.0,6-15_M,0,0,0,1,0,7
10088,3,2,3,0,0,0,0,0,0,1,0,0,1,1,0,3.0,3.0,1.0,0,0,1,0,0,0,1.0,14:30:00,szkoła,50.0,dom,50.0,3,szkoła-dom,2,1.0,0.0,6-15_M,1,0,0,0,0,14
10089,3,2,3,0,0,0,0,0,0,0,0,1,0,1,0,2.0,2.0,1.0,4,1,1,0,1,0,0.0,07:30:00,dom,50.0,praca,6.0,1,dom-praca,0,1.0,1800.7425997243893,45-60_K,0,0,1,0,0,7
10090,3,2,3,0,0,0,0,0,0,0,0,1,0,1,0,2.0,2.0,1.0,4,1,1,0,1,0,0.0,15:00:00,praca,6.0,dom,50.0,3,praca-dom,0,1.0,1800.7425997243893,45-60_K,1,0,0,0,0,15
10091,3,2,3,0,0,0,0,0,0,0,0,1,0,1,0,2.0,2.0,1.0,4,1,1,0,1,0,0.0,18:00:00,dom,50.0,inne,46.0,3,dom-inne,2,1.0,501.788325279522,45-60_K,0,1,0,0,0,18
10092,3,2,3,0,0,0,0,0,0,0,0,1,0,1,0,2.0,2.0,1.0,4,1,1,0,1,0,0.0,20:00:00,inne,46.0,dom,50.0,4,inne-dom,2,1.0,501.788325279522,45-60_K,1,0,0,0,0,20
10095,4,3,2,0,0,1,0,1,0,0,0,0,0,0,0,3.0,1.0,1.0,0,1,1,0,0,1,1.0,08:21:00,dom,205.0,szkoła,119.0,1,dom-szkoła,0,1.0,6363.889221989644,6-15_K,0,0,0,1,0,8
10096,4,3,2,0,0,1,0,1,0,0,0,0,0,0,0,3.0,1.0,1.0,0,1,1,0,0,1,1.0,14:55:00,szkoła,119.0,dom,205.0,3,szkoła-dom,0,1.0,6363.889221989644,6-15_K,1,0,0,0,0,14
10097,2,2,3,0,1,0,1,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0,0,1,0,0,1,1.0,08:15:00,dom,205.0,szkoła,158.0,1,dom-szkoła,0,1.0,4418.650965772891,6-15_M,0,0,0,1,0,8
10098,2,2,3,0,1,0,1,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0,0,1,0,0,1,1.0,14:34:00,szkoła,158.0,inne,204.0,3,szkoła-inne,0,1.0,4651.533277850508,6-15_M,0,1,0,0,0,14
10099,2,2,3,0,1,0,1,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0,0,1,0,0,1,1.0,16:35:00,inne,204.0,dom,205.0,3,inne-dom,0,1.0,817.595601011001,6-15_M,1,0,0,0,0,16
10100,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,4,1,1,1,1,0,0.0,09:00:00,dom,205.0,praca,230.0,1,dom-praca,0,1.0,4635.548087390113,45-60_K,0,0,1,0,0,9
10101,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,4,1,1,1,1,0,0.0,19:15:00,praca,230.0,dom,205.0,4,praca-dom,0,1.0,4635.548087390113,45-60_K,1,0,0,0,0,19
10102,3,2,3,0,0,0,0,0,0,0,0,0,1,1,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,07:30:00,dom,50.0,praca,19.0,1,dom-praca,0,2.0,3841.894473218263,25-44_K,0,0,1,0,0,7
10103,3,2,3,0,0,0,0,0,0,0,0,0,1,1,0,3.0,3.0,3.0,3,1,1,1,1,0,0.0,20:00:00,praca,19.0,dom,50.0,4,praca-dom,0,2.0,3841.894473218263,25-44_K,1,0,0,0,0,20
10104,2,2,3,0,0,0,0,0,0,1,0,0,1,1,0,3.0,3.0,3.0,0,1,1,0,0,0,1.0,07:30:00,dom,50.0,szkoła,116.0,1,dom-szkoła,2,2.0,1613.1859241674929,6-15_K,0,0,0,1,0,7
10105,2,2,3,0,0,0,0,0,0,1,0,0,1,1,0,3.0,3.0,3.0,0,1,1,0,0,0,1.0,13:30:00,szkoła,116.0,dom,50.0,2,szkoła-dom,2,2.0,1613.1859241674929,6-15_K,1,0,0,0,0,13
10108,2,2,3,0,0,0,0,0,1,0,0,1,1,0,0,2.0,2.0,1.0,5,0,1,0,1,0,1.0,12:00:00,dom,50.0,inne,47.0,2,dom-inne,2,1.0,854.4459177232985,66-x_M,0,1,0,0,0,12
10109,2,2,3,0,0,0,0,0,1,0,0,1,1,0,0,2.0,2.0,1.0,5,0,1,0,1,0,1.0,15:00:00,inne,47.0,dom,50.0,3,inne-dom,2,1.0,854.4459177232985,66-x_M,1,0,0,0,0,15
10110,2,2,3,0,0,1,0,0,0,0,0,1,1,0,0,1.0,1.0,1.0,3,0,1,0,1,0,0.0,08:30:00,dom,50.0,praca,356.0,1,dom-praca,0,1.0,7961.9845607472935,25-44_M,0,0,1,0,0,8
10111,2,2,3,0,0,1,0,0,0,0,0,1,1,0,0,1.0,1.0,1.0,3,0,1,0,1,0,0.0,17:00:00,praca,356.0,dom,50.0,3,praca-dom,0,1.0,7961.9845607472935,25-44_M,1,0,0,0,0,17
10112,1,1,3,0,0,0,1,0,0,1,0,0,0,1,0,2.0,2.0,2.0,4,0,1,0,1,0,0.0,06:40:00,dom,50.0,praca,306.0,1,dom-praca,0,2.0,9242.210939159133,45-65_M,0,0,1,0,0,6
10113,1,1,3,0,0,0,1,0,0,1,0,0,0,1,0,2.0,2.0,2.0,4,0,1,0,1,0,0.0,17:00:00,praca,306.0,dom,50.0,3,praca-dom,0,2.0,9242.210939159133,45-65_M,1,0,0,0,0,17
10114,2,2,3,0,0,0,0,0,0,1,0,1,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,09:30:00,dom,50.0,praca,27.0,1,dom-praca,0,2.0,3724.5422724391906,25-44_K,0,0,1,0,0,9
10115,2,2,3,0,0,0,0,0,0,1,0,1,0,0,0,2.0,2.0,2.0,3,1,1,0,1,0,0.0,17:00:00,praca,27.0,dom,50.0,3,praca-dom,0,2.0,3724.5422724391906,25-44_K,1,0,0,0,0,17
10116,2,3,3,0,0,1,0,0,0,0,1,0,0,0,1,2.0,2.0,1.0,5,1,0,0,0,1,1.0,08:00:00,dom,149.0,inne,149.0,1,dom-inne,2,0.0,0.0,61-x_K,0,1,0,0,0,8
10117,2,3,3,0,0,1,0,0,0,0,1,0,0,0,1,2.0,2.0,1.0,5,1,0,0,0,1,1.0,09:00:00,inne,149.0,dom,149.0,1,inne-dom,2,0.0,0.0,61-x_K,1,0,0,0,0,9
10118,2,3,3,0,0,1,0,0,0,0,1,0,0,0,1,2.0,2.0,1.0,5,1,0,0,0,1,1.0,16:00:00,dom,149.0,inne,102.0,3,dom-inne,1,0.0,2392.214129982616,61-x_K,0,1,0,0,0,16
10119,2,3,3,0,0,1,0,0,0,0,1,0,0,0,1,2.0,2.0,1.0,5,1,0,0,0,1,1.0,18:00:00,inne,102.0,dom,149.0,3,inne-dom,1,0.0,2392.214129982616,61-x_K,1,0,0,0,0,18
10124,3,3,4,1,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0,1,1,0,0,1,1.0,07:25:00,dom,205.0,szkoła,205.0,1,dom-szkoła,2,1.0,0.0,6-15_K,0,0,0,1,0,7
10125,3,3,4,1,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0,1,1,0,0,1,1.0,14:15:00,szkoła,205.0,dom,205.0,3,szkoła-dom,2,1.0,0.0,6-15_K,1,0,0,0,0,14
10126,3,3,4,1,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0,1,1,0,0,1,1.0,18:34:00,dom,205.0,inne,205.0,3,dom-inne,2,1.0,0.0,6-15_K,0,1,0,0,0,18
10127,3,3,4,1,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0,1,1,0,0,1,1.0,20:00:00,inne,205.0,dom,205.0,4,inne-dom,2,1.0,0.0,6-15_K,1,0,0,0,0,20
10129,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,0,0,1,0.0,05:15:00,dom,91.0,praca,106.0,1,dom-praca,0,1.0,2587.825541132288,25-44_K,0,0,1,0,0,5
10130,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,3,1,1,0,0,1,0.0,14:05:00,praca,106.0,dom,91.0,3,praca-dom,0,1.0,2587.825541132288,25-44_K,1,0,0,0,0,14
10131,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,2.0,3,0,1,0,1,0,0.0,07:30:00,dom,91.0,praca,109.0,1,dom-praca,0,1.0,3577.147572673465,25-44_M,0,0,1,0,0,7
10132,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,2.0,3,0,1,0,1,0,0.0,15:05:00,praca,109.0,dom,91.0,3,praca-dom,0,1.0,3577.147572673465,25-44_M,1,0,0,0,0,15
10133,3,3,3,0,0,0,1,0,0,0,0,0,0,1,0,2.0,2.0,2.0,3,1,1,0,0,1,0.0,09:00:00,dom,91.0,praca,4.0,1,dom-praca,1,1.0,3022.3992264569893,25-44_K,0,0,1,0,0,9
10134,3,3,3,0,0,0,1,0,0,0,0,0,0,1,0,2.0,2.0,2.0,3,1,1,0,0,1,0.0,21:05:00,praca,4.0,dom,91.0,4,praca-dom,1,1.0,3022.3992264569893,25-44_K,1,0,0,0,0,21
10135,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2.0,1.0,3,0,1,0,1,1,0.0,05:35:00,dom,91.0,praca,287.0,1,dom-praca,1,1.0,2657.4592151570114,25-44_M,0,0,1,0,0,5
10136,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2.0,1.0,3,0,1,0,1,1,0.0,14:08:00,praca,287.0,dom,91.0,3,praca-dom,1,1.0,2657.4592151570114,25-44_M,1,0,0,0,0,14
10137,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,6.0,4.0,2.0,4,0,1,1,1,0,0.0,07:00:00,dom,336.0,praca,133.0,1,dom-praca,1,1.0,1661.3199387256138,45-65_M,0,0,1,0,0,7
10138,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,6.0,4.0,2.0,4,0,1,1,1,0,0.0,17:10:00,praca,133.0,inne,336.0,3,praca-inne,1,1.0,1661.3199387256138,45-65_M,0,1,0,0,0,17
10139,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0,6.0,4.0,2.0,4,1,1,1,0,1,0.0,05:30:00,dom,336.0,praca,44.0,1,dom-praca,1,1.0,2554.769266460335,45-60_K,0,0,1,0,0,5
10140,4,3,2,0,0,0,1,1,1,0,0,0,0,0,0,3.0,3.0,2.0,5,1,0,1,0,0,1.0,10:31:00,dom,336.0,inne,367.0,2,dom-inne,1,0.0,3654.5899854664476,61-x_K,0,1,0,0,0,10
10141,4,3,2,0,0,0,1,1,1,0,0,0,0,0,0,3.0,3.0,2.0,5,1,0,1,0,0,1.0,17:00:00,inne,367.0,dom,336.0,3,inne-dom,1,0.0,3654.5899854664476,61-x_K,1,0,0,0,0,17
10142,2,3,2,0,0,0,0,1,0,0,0,1,0,1,0,2.0,2.0,0.0,4,0,1,0,1,1,0.0,07:32:00,dom,336.0,praca,364.0,1,dom-praca,1,1.0,1798.3049746131758,45-65_M,0,0,1,0,0,7
10143,2,3,2,0,0,0,0,1,0,0,0,1,0,1,0,2.0,2.0,0.0,4,0,1,0,1,1,0.0,17:56:00,praca,364.0,dom,336.0,3,praca-dom,1,1.0,1798.3049746131758,45-65_M,1,0,0,0,0,17
10144,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,1,1,0,0,0,1.0,07:45:00,dom,26.0,szkoła,32.0,1,dom-szkoła,2,1.0,343.97953215370063,6-15_K,0,0,0,1,0,7
10145,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,1,1,0,0,0,1.0,13:15:00,szkoła,32.0,dom,26.0,2,szkoła-dom,2,1.0,343.97953215370063,6-15_K,1,0,0,0,0,13
10146,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,1,1,0,0,0,1.0,17:40:00,dom,26.0,inne,30.0,3,dom-inne,2,1.0,556.0457126563223,6-15_K,0,1,0,0,0,17
10147,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,1,1,0,0,0,1.0,19:10:00,inne,30.0,dom,26.0,4,inne-dom,2,1.0,556.0457126563223,6-15_K,1,0,0,0,0,19
10148,3,3,3,1,0,1,0,0,0,0,1,0,0,0,0,5.0,5.0,5.0,0,1,1,0,0,1,1.0,07:30:00,dom,149.0,szkoła,148.0,1,dom-szkoła,2,2.0,694.967422914157,6-15_K,0,0,0,1,0,7
10149,3,3,3,1,0,1,0,0,0,0,1,0,0,0,0,5.0,5.0,5.0,0,1,1,0,0,1,1.0,14:30:00,szkoła,148.0,dom,149.0,3,szkoła-dom,2,2.0,694.967422914157,6-15_K,1,0,0,0,0,14
10150,3,3,3,0,1,0,0,0,1,0,0,0,1,0,0,5.0,5.0,5.0,3,1,1,0,1,0,0.0,07:30:00,dom,149.0,praca,150.0,1,dom-praca,0,2.0,1101.7881286224847,25-44_K,0,0,1,0,0,7
10151,3,3,3,0,1,0,0,0,1,0,0,0,1,0,0,5.0,5.0,5.0,3,1,1,0,1,0,0.0,17:00:00,praca,150.0,dom,149.0,3,praca-dom,0,2.0,1101.7881286224847,25-44_K,1,0,0,0,0,17
10155,2,3,3,0,1,0,0,1,0,1,0,0,0,0,0,5.0,5.0,0.0,3,1,1,0,1,0,0.0,06:00:00,dom,149.0,praca,154.0,1,dom-praca,0,1.0,1191.271437929225,25-44_K,0,0,1,0,0,6
10156,2,3,3,0,1,0,0,1,0,1,0,0,0,0,0,5.0,5.0,0.0,3,1,1,0,1,0,0.0,19:00:00,praca,154.0,dom,149.0,4,praca-dom,2,1.0,1191.271437929225,25-44_K,1,0,0,0,0,19
10160,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,0,1,0,0,0,1.0,08:40:00,dom,26.0,szkoła,32.0,1,dom-szkoła,2,1.0,343.97953215370063,6-15_M,0,0,0,1,0,8
10161,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,0,1,0,0,0,1.0,12:30:00,szkoła,32.0,dom,26.0,2,szkoła-dom,2,1.0,343.97953215370063,6-15_M,1,0,0,0,0,12
10162,2,3,3,0,1,1,1,0,0,0,0,0,0,0,0,3.0,3.0,3.0,5,1,0,0,1,1,1.0,11:10:00,dom,149.0,inne,149.0,2,dom-inne,2,2.0,0.0,61-x_K,0,1,0,0,0,11
